geo_point_2d;Numéro ID inspection;Nom de l'installation;Commune;Code Département;Code Postal;Code NAF;SIRET;Code Régime;Libellé Régime;Directive IPPC;Code Seveso;Statut Seveso;Code Famille;Libellé Famille;Fiche URL du site;Précision des coordonnées;Code INSEE;EPCI;Département;Région
49.4393230419,2.08418417395;51.6043;PROLOGIS;BEAUVAIS;60;60000;;49196922600019;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=6043;Centroïde Commune;60057;CA du Beauvaisis;OISE;HAUTS-DE-FRANCE
50.6078418644,3.02421507421;70.776;PRODUITS CHIMIQUES DE LOOS;LOOS;59;59374;20.13B;32774410800025;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=776;Centroïde Commune;59360;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
49.4361554936,1.05913125378;58.574;LUBRIZOL ROUEN;ROUEN;76;76000;20.59Z;54207095800021;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=574;Adresse postale;76540;Métropole Rouen Normandie;SEINE-MARITIME;NORMANDIE
49.1443280584,6.710861322;62.1794;PROTELOR;ST AVOLD;57;57500;20.14Z;69201821100023;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=1794;Coordonnées précises;57606;CA Saint-Avold Synergie;MOSELLE;GRAND EST
47.8129595162,1.95094943582;100.896;BRENNTAG;ST CYR EN VAL;45;45590;;238697676;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=896;Coordonnées précises;45272;Orléans Métropole;LOIRET;CENTRE-VAL DE LOIRE
48.4657879146,-2.79169922998;55.308;SOCIETE PETROLIERE DE DEPOTS;PLOUFRAGAN;22;22440;52.10B;38488411000022;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=308;Valeur Initiale;22215;CA Saint-Brieuc Armor Agglomération;COTES-D'ARMOR;BRETAGNE
47.5138819403,6.86608407827;59.275;SOTREFI;ETUPES;25;25460;38.22Z;31566921800028;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=59&champEtablNumero=275;Coordonnées précises;25228;CA Pays de Montbéliard Agglomération;DOUBS;BOURGOGNE-FRANCHE-COMTE
49.4726241943,0.246341735132;58.555;CARE;LE HAVRE;76;76051;52.10B;39507303400021;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=555;Adresse postale;76533;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
46.7571682153,5.57780360026;59.83;V33;DOMBLANS;39;39210;20.30Z;30569015800012;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=59&champEtablNumero=830;Coordonnées précises;39199;CC Bresse Haute Seille;JURA;BOURGOGNE-FRANCHE-COMTE
47.871686795,-0.506098963416;63.216;BRENNTAG MAINE BRETAGNE;GREZ EN BOUERE;53;53290;;709801781;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=63&champEtablNumero=2160;Coordonnées précises;53110;CC du Pays de Meslay-Grez;MAYENNE;PAYS DE LA LOIRE
48.9848399714,1.75990321345;65.3466;LINDEFRANCE;PORCHEVILLE;78;78440;;56080176300502;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=3466;Coordonnées précises;78501;CU Grand Paris Seine et Oise;YVELINES;ILE-DE-FRANCE
49.2489668774,2.43758410035;51.1361;AKZO NOBEL DECORATIVE (ex AKZO NOBEL CO);MONTATAIRE;60;60160;;57207564600255;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=1361;Coordonnées précises;60414;CA Creil Sud Oise;OISE;HAUTS-DE-FRANCE
45.7463374399,6.4274808264;107.307;MESSER FRANCE SAS;UGINE;73;73400;20.11Z;34087834700129;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=107&champEtablNumero=307;Adresse postale;73303;CA Arlysère;SAVOIE;AUVERGNE-RHONE-ALPES
43.5661178614,1.43571961471;68.2944;HERAKLES;TOULOUSE;31;31078;30.30Z;44051305900087;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=68&champEtablNumero=2944;Coordonnées précises;31555;Toulouse Métropole;HAUTE-GARONNE;OCCITANIE
48.7142536385,5.28891714497;62.921;RHOVYL;TRONVILLE EN BARROIS;55;55310;20.60Z;35378237800031;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=62&champEtablNumero=921;Coordonnées précises;55519;CA de Bar-le-Duc - Sud Meuse;MEUSE;GRAND EST
44.4520553282,-0.0672643583314;52.5254;ARTIFICES SPECTACLES ET CIE SASU;AILLAS;33;33124;90.02Z;43536568900015;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=5254;Valeur Initiale;33002;CC du Réolais en Sud Gironde;GIRONDE;NOUVELLE-AQUITAINE
45.2279463961,-0.751144345455;52.1036;Cie Commerciale de Manutention Pétrolièr;PAUILLAC;33;33250;46.71Z;78013017514035;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=1036;Coordonnées précises;33395;CC Médoc Coeur de Presqu'ile;GIRONDE;NOUVELLE-AQUITAINE
48.2089596103,3.27993403564;54.1274;CHEMETALL SA;SENS;89;89100;20.59Z;54204441700070;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1274;Coordonnées précises;89387;CA du Grand Sénonais;YONNE;BOURGOGNE-FRANCHE-COMTE
43.4076258704,4.83093714411;64.10881;GCA LOGISTICS FOS;PORT ST LOUIS DU RHONE;13;13230;;53210426200011;;;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=10881;Centroïde Commune;13078;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
44.9215419639,-0.533029010434;52.515;Les Docks Pétroliers d'Ambès (DPA);BASSENS;33;33530;52.10B;58542007800040;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=5150;Coordonnées précises;33032;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
45.8396004561,5.25907490403;61.10065;SICO;BLYES;01;1150;82.92Z;69732053900052;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=10065;Adresse postale;01047;CC de la Plaine de l'Ain;AIN;AUVERGNE-RHONE-ALPES
49.3736679921,3.37274182161;51.4189;KUEHNE+NAGEL;VILLENEUVE ST GERMAIN;02;2200;49.41B;33358346600599;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=4189;Coordonnées précises;02805;CA GrandSoissons Agglomération;AISNE;HAUTS-DE-FRANCE
46.7591145449,4.87451985365;54.172;Coop Agri et Viticole Bourgogne du Sud;EPERVANS;71;71380;46.21Z;77855642300029;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1720;Coordonnées précises;71189;CA Le Grand Chalon;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
48.0698042684,1.42369726366;100.16;AXEREAL SCA;LUTZ EN DUNOIS;28;28200;;775575392;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=160;Coordonnées précises;28330;CC du Grand Châteaudun;EURE-ET-LOIR;CENTRE-VAL DE LOIRE
50.699375398,2.11354991531;70.785;EQIOM Lumbres Cimenterie;ST OMER;62;62508;;;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=785;Coordonnées précises;62534;CC du Pays de Lumbres;PAS-DE-CALAIS;HAUTS-DE-FRANCE
49.4796955187,0.206405366781;58.331;YARA France;GONFREVILLE L ORCHER;76;76700;20.15Z;66204242200742;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=331;Valeur Initiale;76305;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
50.4334297763,2.88944610792;70.75;RECYTECH;FOUQUIERES LES LENS;62;62740;;3825680530021;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=750;Coordonnées précises;62351;CA de Lens - Liévin;PAS-DE-CALAIS;HAUTS-DE-FRANCE
43.4095042701,-0.629715225554;52.5103;ARKEMA  France SA;LACQ;64;64170;20.14Z;31963279000733;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=5103;Coordonnées précises;64300;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
48.8160443649,3.98059667802;57.1719;TEREOS FRANCE;VAL DES MARAIS;51;51130;;835820276;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=57&champEtablNumero=1719;Coordonnées précises;51158;CA Épernay, Coteaux et Plaine de Champagne;MARNE;GRAND EST
47.8311402753,1.66788245014;100.5077;PROLOGIS FRANCE XLVIII EURL;MEUNG SUR LOIRE;45;45130;;353513450;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=5077;Coordonnées précises;45203;CC des Terres du Val de Loire;LOIRET;CENTRE-VAL DE LOIRE
48.7033741117,0.281547066905;53.2804;FINAGAZ;LE MERLERAULT;61;61240;46.71Z;58201896600306;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=53&champEtablNumero=2804;Coordonnées précises;61275;CC des Vallées d'Auge et du Merlerault;ORNE;NORMANDIE
46.0772721526,6.29217985303;108.495;SAFRAM France;ETAUX;74;74800;52.29B;39433691100042;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=108&champEtablNumero=495;Adresse postale;74116;CC du Pays Rochois;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
45.3171700703,5.59286534312;61.3007;SICO;MOIRANS;38;38430;82.92Z;69732053900045;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=61&champEtablNumero=3007;Coordonnées précises;38239;CA du Pays Voironnais;ISERE;AUVERGNE-RHONE-ALPES
46.6630641401,-0.00662930245235;72.1781;CENTRE OUEST CEREALES;CHALANDRAY;86;86190;46.21Z;78150432900017;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=1781;Coordonnées précises;86050;CC du Haut-Poitou;VIENNE;NOUVELLE-AQUITAINE
45.6363242254,-0.211423999773;72.5126;CAMUS;SEGONZAC;16;16130;11.01Z;;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=72&champEtablNumero=5126;Coordonnées précises;16366;CA du Grand Cognac;CHARENTE;NOUVELLE-AQUITAINE
49.4057058886,2.99910390311;51.5788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);TROSLY BREUIL;60;60350;20.14Z;48362308800026;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=5788;Coordonnées précises;60647;CC des Lisières de l'Oise;OISE;HAUTS-DE-FRANCE
50.3454909414,3.37649016299;70.1063;AIR LIQUIDE Denain;DENAIN;59;59220;20.11Z;31411950400210;A;Autorisation;Soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=70&champEtablNumero=1063;Coordonnées précises;59172;CA de la Porte du Hainaut;NORD;HAUTS-DE-FRANCE
43.3846049873,-0.598646317935;52.4961;ARKEMA - Site de Mourenx;MOURENX;64;64150;20.14Z;31963279000733;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=52&champEtablNumero=4961;Coordonnées précises;64410;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
47.4267263393,1.49911812253;100.1771;STORENGY;SOINGS EN SOLOGNE;41;41230;35.23Z;54210765101191;A;Autorisation;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=1771;Coordonnées précises;41247;CC Val-de-Cher-Controis;LOIR-ET-CHER;CENTRE-VAL DE LOIRE
48.9599251271,8.19472201629;67.426;ROHM AND HAAS FRANCE SAS;LAUTERBOURG;67;67630;20.59Z;55201279100026;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=67&champEtablNumero=426;Coordonnées précises;67261;CC de la Plaine du Rhin;BAS-RHIN;GRAND EST
48.7370139912,2.43135974638;65.6542;SPVM;VILLENEUVE LE ROI;94;94290;;35302710500025;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=6542;Coordonnées précises;94077;Métropole du Grand Paris;VAL-DE-MARNE;ILE-DE-FRANCE
48.5765023231,2.59302280471;65.2627;KUEHNE + NAGEL;SAVIGNY LE TEMPLE;77;77176;;;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=65&champEtablNumero=2627;Coordonnées précises;77445;CA Grand Paris Sud Seine Essonne Sénart;SEINE-ET-MARNE;ILE-DE-FRANCE
49.3235084597,2.69192059061;51.361;FM France;LONGUEIL STE MARIE;60;60126;49.41A;36780140400040;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=3610;Coordonnées précises;60369;CC de la Plaine d'Estrées;OISE;HAUTS-DE-FRANCE
49.8250773882,3.29656205514;51.349;SOPROCOS;GAUCHY;02;2430;20.42Z;58668009200010;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=51&champEtablNumero=349;Coordonnées précises;02340;CA du Saint-Quentinois;AISNE;HAUTS-DE-FRANCE
46.138674512,3.45161667052;56.3;LAGARDE SA;CUSSET;03;3300;46.71Z;97542021700088;A;Autorisation;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=56&champEtablNumero=30;Coordonnées précises;03095;CA Vichy Communauté;ALLIER;AUVERGNE-RHONE-ALPES
48.2339553855,-2.70534432028;55.19;EPC-FRANCE (ex Nitro Bickford GIE);LA MOTTE;22;22600;20.51Z;722049129;S;Autorisation avec servitudes;Non soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=55&champEtablNumero=190;Coordonnées précises;22155;CC Loudéac Communauté - Bretagne Centre;COTES-D'ARMOR;BRETAGNE
49.4727383454,0.284452042503;58.35;ERAMET;SANDOUVILLE;76;76430;24.45Z;63204538100035;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=58&champEtablNumero=350;Adresse postale;76660;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
48.077711333,1.88249075787;100.1146;ND LOGISTICS IV;ARTENAY;45;45410;;;;;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=100&champEtablNumero=11460;Centroïde Commune;45008;CC de la Beauce Loirétaine;LOIRET;CENTRE-VAL DE LOIRE
43.4993831034,5.17129044992;64.1007;COMPAGNIE PETROCHIMIQUE DE BERRE SAS;BERRE L ETANG;13;13130;20.14Z;40307130100044;S;Autorisation avec servitudes;Soumis à la directive IPPC;AS;Seveso seuil haut;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=64&champEtablNumero=1007;Valeur Initiale;13014;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
46.7697622637,4.85552725059;54.1814;UNITED INITIATORS SAS (exAzelisperoxyde);CHALON SUR SAONE;71;71100;46.75Z;44440842100048;S;Autorisation avec servitudes;Non soumis à la directive IPPC;SB;Seveso seuil bas;IN;Industries;http://www.installationsclassees.developpement-durable.gouv.fr/ficheEtablissement.php?champEtablBase=54&champEtablNumero=1814;Coordonnées précises;71076;CA Le Grand Chalon;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
